nct_id,title,status,start_date,completion_date,phase,enrollment,study_type,sponsor,sponsor_class,fda_regulated
NCT04002791,Patent Hemostasis With Vasoband Versus TR Band,COMPLETED,2019-03-16,2019-10-16,NA,253,INTERVENTIONAL,Total Cardiovascular Solutions,OTHER,True
NCT02515825,Angiographic Comparison in an Observational Study of CADence (The AMBIENCE Study),COMPLETED,2016-05,2016-06,,101,OBSERVATIONAL,"AUM Cardiovascular, Inc.",INDUSTRY,True
NCT06892938,Detection and Classification of Cardiac Rhythm and Atrial Fibrillation Using a Finger-worn Ring,ACTIVE_NOT_RECRUITING,2024-09-17,2025-04-01,,232,OBSERVATIONAL,Everbeat,INDUSTRY,True
NCT06414447,Electrocardiogram (ECG) Validation Study,NOT_YET_RECRUITING,2024-05,2024-07,,15,OBSERVATIONAL,"Huxley Medical, Inc.",INDUSTRY,True
NCT05405504,Evaluation of ReDS Pro System V2.7 and ReDS ICU in Patients With Heart Failure,UNKNOWN,2022-06-13,2024-02-01,,25,OBSERVATIONAL,Christian Hassager,OTHER,True
NCT03392649,Tragus Stimulation to Prevent Atrial Fibrillation After Cardiac Surgery,COMPLETED,2018-03-09,2021-07-31,NA,81,INTERVENTIONAL,University of Chicago,OTHER,True
NCT04907071,Intravascular Ultrasound for the Evaluation of Malperfusion Syndrome in the Setting of Acute Aortic Dissection,UNKNOWN,2022-03-01,2023-08-01,NA,50,INTERVENTIONAL,London Health Sciences Centre,OTHER,True
NCT06729398,The Role of Cerebral NIRS in Preventing Brain Injury of Very Low Birth Weight Preterm Infants,COMPLETED,2017-05-01,2020-05-01,NA,129,INTERVENTIONAL,Dr Cipto Mangunkusumo General Hospital,OTHER,True
NCT01793792,Pivotal Study of the LVIS (Low Profile Visualized Intraluminal Support),COMPLETED,2013-07,2016-01,NA,153,INTERVENTIONAL,"Microvention-Terumo, Inc.",INDUSTRY,True
NCT05089136,Transcatheter Para-Valvular Leak Closure: An International Prospective Multicentre Registry,UNKNOWN,2017-01-01,2021-12-31,,213,OBSERVATIONAL,Centre Chirurgical Marie Lannelongue,OTHER,True
NCT05152524,Distal Ischemic Stroke Treatment With Adjustable Low-profile Stentriever,ACTIVE_NOT_RECRUITING,2022-03-25,2026-03,NA,168,INTERVENTIONAL,Rapid Medical,INDUSTRY,True
NCT04472520,Use of AliveCor ECG Monitoring to Replicate ECG Lead Recording,WITHDRAWN,2021-01-01,2022-12-31,NA,0,INTERVENTIONAL,Mayo Clinic,OTHER,True
NCT06418022,Evaluating Fluid Responsiveness in ICU Patients Using VTI and Trendelenburg Positioning,RECRUITING,2024-04-01,2025-08-01,NA,400,INTERVENTIONAL,Lenox Hill Hospital,OTHER,True
NCT03641651,New Technologies in the Rehabilitation of Chronic Stroke,COMPLETED,2018-08-31,2020-05-31,NA,15,INTERVENTIONAL,Markus Wirz,OTHER,True
NCT05489588,The GORE® VIABAHN® FORTEGRA Venous Stent Iliofemoral Study,RECRUITING,2023-03-02,2031-03,NA,165,INTERVENTIONAL,W.L.Gore & Associates,INDUSTRY,True
NCT03350542,A Clinical Trial to Assess the SYNERGY 48 mm Stent System for the Treatment of Atherosclerotic Lesion(s),COMPLETED,2018-04-12,2021-01-08,PHASE3,100,INTERVENTIONAL,Boston Scientific Corporation,INDUSTRY,True
NCT04013373,Home-Based Fluid Status Monitoring in Heart Failure Patients,TERMINATED,2018-10-09,2021-07-30,,92,OBSERVATIONAL,ImpediMed Limited,INDUSTRY,True
NCT05560867,Neural Mechanisms of Motor Recovery With Technology Assisted Training,TERMINATED,2022-12-14,2024-05-01,NA,4,INTERVENTIONAL,"University of Maryland, Baltimore",OTHER,True
NCT05481892,Remote Monitoring for Equity in Advancing Control of Hypertension,ACTIVE_NOT_RECRUITING,2023-04-20,2026-06-30,NA,540,INTERVENTIONAL,"University of California, San Francisco",OTHER,True
NCT03893500,Utility of At-home Monitoring of Exercise Capacity by App-based 6-minute Walk Test,ACTIVE_NOT_RECRUITING,2020-07-01,2025-06-30,NA,63,INTERVENTIONAL,Stanford University,OTHER,True
NCT04136392,The Global cVAD Study,UNKNOWN,2017-07-14,2026-01,,20000,OBSERVATIONAL,Abiomed Inc.,INDUSTRY,True
NCT07024771,Severity of Hypoxic Ischemic Encephalopathy and Neurological Pupil Index in Neonates,NOT_YET_RECRUITING,2025-08,2026-06,,25,OBSERVATIONAL,University of Calgary,OTHER,True
NCT06620744,Magnetocardiography (MCG) Device Use in Patients With Elevated Troponin,COMPLETED,2024-09-21,2025-04-15,NA,40,INTERVENTIONAL,"SB Technology, Inc.",INDUSTRY,True
NCT05460793,Dutch Intracerebral Hemorrhage Surgery Trial,RECRUITING,2022-11-03,2028-07,NA,600,INTERVENTIONAL,Radboud University Medical Center,OTHER,True
NCT03869008,Potential Benefit for Non Invasive Vagus Nerve Stimulation Using GammaCore in the Treatment of Raynaud's Phenomena.,TERMINATED,2019-04-30,2020-02-27,NA,6,INTERVENTIONAL,University of Toledo Health Science Campus,OTHER,True
NCT06199414,Vascular Closure With Novel External Compression Device: The LockeT Study,UNKNOWN,2024-01,2024-12,,70,OBSERVATIONAL,Kansas City Heart Rhythm Research Foundation,OTHER,True
NCT01004406,"Plaque Regression and Progenitor Cell Mobilization With Intensive Lipid Elimination Regimen (PREMIER), Phase I",COMPLETED,2011-09,2013-03,PHASE3,59,INTERVENTIONAL,VA Office of Research and Development,FED,True
NCT06569238,Diabetic Foot Ulcer (DFU) Rapid Pathogen Identification,COMPLETED,2024-09-05,2026-02-18,NA,44,INTERVENTIONAL,University of Michigan,OTHER,True
NCT05980585,Assessment of Heart Failure (HF) At-Home Management Solution ADI Cardio Pulmonary Monitoring System (CPM),UNKNOWN,2022-04-20,2025-06-01,NA,50,INTERVENTIONAL,"Analog Device, Inc.",OTHER,True
NCT01419015,PREVAIL-20J - Transfemoral Placement of 20mm Aortic Balloon Expandable Transcatheter Valve Trial,COMPLETED,2011-06,2017-12,NA,17,INTERVENTIONAL,Edwards Lifesciences,INDUSTRY,True
NCT02665052,Translating Intensive Arm Rehabilitation in Stroke to a Telerehabilitation Format,COMPLETED,2017-05-01,2020-01-16,NA,63,INTERVENTIONAL,VA Office of Research and Development,FED,True
NCT06898515,Fluid Management of Acute Decompensated Heart Failure Subjects Treated With Reprieve System (FASTR-II) (IDE-G210258),RECRUITING,2025-07-14,2027-12,PHASE3,400,INTERVENTIONAL,"Reprieve Cardiovascular, Inc",INDUSTRY,True
NCT06132568,VITALYST Early Feasibility Study in High-Risk PCI Patients (VITALYST EFS),COMPLETED,2024-05-09,2025-01-17,NA,15,INTERVENTIONAL,Boston Scientific Corporation,INDUSTRY,True
NCT03763747,Scoreflex NC - Scoring PTCA Catheter,COMPLETED,2019-02-27,2019-12-27,NA,200,INTERVENTIONAL,OrbusNeich,INDUSTRY,True
NCT04422938,Mechanical Versus Manual Cardiopulmonary Resuscitation,COMPLETED,2016-01-01,2018-03-31,,303,OBSERVATIONAL,Ankara City Hospital Bilkent,OTHER,True
NCT03817281,Collective Accuryn Physiologic Signals and Signatures,WITHDRAWN,2020-03-29,2020-03-29,,0,OBSERVATIONAL,Potrero Medical,INDUSTRY,True
NCT05077657,Safe Surveillance of PCI Under Mechanical Circulatory Support With the Saranas Early Bird Bleed Monitoring System,COMPLETED,2021-11-29,2023-12-19,,203,OBSERVATIONAL,"Saranas, Inc.",INDUSTRY,True
NCT07023666,Early Screening and Treatment of Heart Complication in Sickle Cell Disease,RECRUITING,2025-10-07,2027-06-30,PHASE2,100,INTERVENTIONAL,Inova Health Care Services,OTHER,True
NCT05145439,A Non-significant Risk Clinical Study of Therapeutic Ultrasound for Patients With Diabetic Foot Ulcers.,COMPLETED,2023-01-14,2023-12-13,NA,12,INTERVENTIONAL,"Vibrato Medical, Inc.",INDUSTRY,True
NCT03993275,Exergames Balance Program in Neurorehabilitation,COMPLETED,2018-10-10,2020-01-15,,84,OBSERVATIONAL,Klinik Valens,OTHER,True
NCT04474054,A Single Arm Pilot Study of Pulsed Field Ablation in the Treatment of Paroxysmal Atrial Fibrillation,COMPLETED,2020-07-07,2021-12-21,NA,15,INTERVENTIONAL,Boston Scientific Corporation,INDUSTRY,True
NCT05806957,Pivotal Trial to Assess the Clinical Performance of Ophthal-360 for the Detection of Diabetic Retinopathy,UNKNOWN,2023-06-01,2024-09-30,,500,OBSERVATIONAL,"Ophthalytics, Inc.",INDUSTRY,True
NCT04280029,SELUTION SLR™ 014 In-stent Restenosis,ACTIVE_NOT_RECRUITING,2020-07-06,2029-08,NA,418,INTERVENTIONAL,M.A. Med Alliance S.A.,INDUSTRY,True
NCT05858905,FORWARD PAD IDE Study With the Shockwave Javelin IVL Catheter,COMPLETED,2023-06-27,2025-04-21,NA,55,INTERVENTIONAL,"Shockwave Medical, Inc.",INDUSTRY,True
NCT04642443,Evaluate the SENSE Device's Ability to Monitor and Detect Intracranial Hemorrhage,UNKNOWN,2020-12-23,2024-09-30,NA,450,INTERVENTIONAL,"Sense Diagnostics, LLC",INDUSTRY,True
NCT06871774,Comparison of Single vs. Dual Perclose Devices for Large-Bore Access Closure in TAVR,RECRUITING,2025-06-16,2026-07,NA,300,INTERVENTIONAL,Wake Forest University Health Sciences,OTHER,True
NCT06329297,Continuous Glucose Monitoring in Inpatients,NOT_YET_RECRUITING,2025-10,2025-12,,80,OBSERVATIONAL,Parkview Health,OTHER,True
NCT07514351,FANS vs CVAC for Medium to Large Stones,NOT_YET_RECRUITING,2026-06,2028-12,NA,159,INTERVENTIONAL,Ohio State University,OTHER,True
NCT04131777,Post-Market Optimization Study of the EMPOWER® RF Catheter to Ablate Soft Tissue Lesions in the Lung,UNKNOWN,2019-12-09,2020-11,,15,OBSERVATIONAL,Broncus Medical Inc,INDUSTRY,True
NCT06885801,Evaluation of a Novel Nasal Conformer in Pediatric Patients,NOT_YET_RECRUITING,2025-06-01,2030-12-01,PHASE2,20,INTERVENTIONAL,East Tennessee Children's Hospital,OTHER,True
NCT03369977,BioGlue as an Adjunct for Structural Repair and Hemostasis in Chinese Acute Type A Aortic Dissections Patients,ACTIVE_NOT_RECRUITING,2017-11-01,2020-11,NA,202,INTERVENTIONAL,"CryoLife, Inc.",INDUSTRY,True
NCT03261453,THE ENLIGHTEN STUDY,COMPLETED,2018-02-01,2019-05-01,NA,400,INTERVENTIONAL,Allurion Technologies,INDUSTRY,True
NCT02844465,Stereotactic Laser Ablation for Temporal Lobe Epilepsy (Slate),COMPLETED,2016-12,2023-12-11,NA,167,INTERVENTIONAL,MedtronicNeuro,INDUSTRY,True
NCT05016245,MANDARIN (S6371),ACTIVE_NOT_RECRUITING,2021-09-13,2026-10-30,PHASE3,92,INTERVENTIONAL,Boston Scientific Corporation,INDUSTRY,True
NCT03930056,C-Brace II Spinal Cord Injury,ACTIVE_NOT_RECRUITING,2019-04-16,2026-11,NA,30,INTERVENTIONAL,Shirley Ryan AbilityLab,OTHER,True
NCT07487194,Global Utilization And Registry Database for Improved preservAtion of doNor Pancreata (GUARDIAN-PANCREAS),NOT_YET_RECRUITING,2026-06,2032-01,,1000,OBSERVATIONAL,Paragonix Technologies,INDUSTRY,True
NCT05559866,Hybrid Argon Plasma Coagulation and Endoscopic Sleeve Gastroplasty Trial,COMPLETED,2022-11-18,2025-01-17,NA,45,INTERVENTIONAL,Mayo Clinic,OTHER,True
NCT04583644,Pilot Trial of Fetoscopic Endoluminal Tracheal Occlusion (FETO) in Severe Left Congenital Diaphragmatic Hernia (CDH),RECRUITING,2020-10-02,2028-04,NA,10,INTERVENTIONAL,Hanmin Lee,OTHER,True
NCT05028816,Force Modulating Tissue Bridges for Closure of Vertical Scars in Breast Reduction,COMPLETED,2021-10-05,2024-12-01,NA,39,INTERVENTIONAL,University of Texas Southwestern Medical Center,OTHER,True
NCT05341349,Stereotactic Radiosurgery and Immune Checkpoint Inhibitors With NovoTTF-200M for the Treatment of Melanoma Brain Metastases,ACTIVE_NOT_RECRUITING,2022-10-13,2027-03-06,PHASE1,1,INTERVENTIONAL,Emory University,OTHER,True
NCT03782038,Study to Evaluate the Efficacy of a Micro Coring Device for the Treatment of Scars of the Cytrellis Micro-Coring Device for the Treatment of Scars,UNKNOWN,2018-09-13,2019-11-21,NA,30,INTERVENTIONAL,"Cytrellis Biosystems, Inc.",INDUSTRY,True
NCT06133387,PARADIGM - En Bloc Trial With the EndoQuest Endoluminal Surgical (ELS) System,RECRUITING,2025-05-13,2026-06,NA,56,INTERVENTIONAL,"EndoQuest Robotics, Inc.",INDUSTRY,True
NCT01407809,Venous Sinus Stenting for Idiopathic Intracranial Hypertension Refractory to Medical Therapy,COMPLETED,2012-01,2020-06-01,PHASE1,20,INTERVENTIONAL,Weill Medical College of Cornell University,OTHER,True
NCT06461663,CairnSurgical Breast Cancer Locator (BCL) Post-Market Study,COMPLETED,2022-07-22,2024-04-19,NA,35,INTERVENTIONAL,"CairnSurgical, Inc.",INDUSTRY,True
NCT01138917,A Multicenter Comparative Study of the ReCell Device and Autologous Split-thickness Meshed Skin Graft in the Treatment of Acute Burn Injuries,COMPLETED,2010-05-21,2015-08-26,NA,101,INTERVENTIONAL,Avita Medical,INDUSTRY,True
NCT02515708,Pilot Study to Assess Safety and Feasibility of Normothermic Machine Preservation In Human Liver Transplantation,COMPLETED,2016-05-16,2020-06-09,NA,25,INTERVENTIONAL,Cristiano Quintini,OTHER,True
NCT07311876,Clinical Lymphedema Evaluation - Advancing Reconstruction of Head and Neck Lymphatics With Symani,NOT_YET_RECRUITING,2026-04-28,2027-10-28,NA,30,INTERVENTIONAL,"MMI (Medical Microinstruments, Inc.)",INDUSTRY,True
NCT06592820,Endoscopic Ultrasound Shear Wave Elastography Study,RECRUITING,2025-09-03,2027-03-28,,300,OBSERVATIONAL,Olympus Corporation of the Americas,INDUSTRY,True
NCT04405050,RCT to Compare Restrata and NPWT to Heal Complex DFUs,WITHDRAWN,2021-06,2023-07,PHASE4,0,INTERVENTIONAL,University of Texas Southwestern Medical Center,OTHER,True
NCT05708729,"Neuromodulation for Central Post-stroke Pain: Mechanism, Safety and Outcome",RECRUITING,2023-01-24,2026-04,NA,32,INTERVENTIONAL,Universitaire Ziekenhuizen KU Leuven,OTHER,True
NCT04309123,Pilot Study of TransAeris® System in Surgical Patients at Risk of Prolonged Mechanical Ventilation,COMPLETED,2020-03-30,2021-04-01,NA,40,INTERVENTIONAL,Synapse Biomedical,INDUSTRY,True
NCT03803059,Efficacy and Tolerability of SkinPen on Male and Female Subjects' Wrinkles of the Neck,COMPLETED,2019-01-31,2020-01-10,NA,35,INTERVENTIONAL,"Bellus Medical, LLC",INDUSTRY,True
NCT04878172,Histological Study to Assess Safety and Efficacy of the TempSure Firm for Non-Invasive Lipolysis,COMPLETED,2021-03-12,2021-09-28,NA,9,INTERVENTIONAL,"Cynosure, Inc.",INDUSTRY,True
NCT04416321,A Clinical Study to Evaluate Safety and Performance of PEEK-OPTIMA™ HA Enhanced.,COMPLETED,2021-07-01,2026-01-27,NA,25,INTERVENTIONAL,Invibio Ltd,INDUSTRY,True
NCT04802733,Phase 1 Safety and Tolerability Study of MSK-DA01 Cell Therapy for Advanced Parkinson's Disease,COMPLETED,2021-05-03,2024-06-10,PHASE1,12,INTERVENTIONAL,BlueRock Therapeutics,INDUSTRY,True
NCT04050033,Evoke Radiofrequency Device for Improvement of Skin Appearance,COMPLETED,2019-06-19,2021-12-30,NA,30,INTERVENTIONAL,InMode MD Ltd.,INDUSTRY,True
NCT04328116,Study of Neodent Implantable Devices of GM Zygomatic Line,UNKNOWN,2020-07-15,2024-03,,16,OBSERVATIONAL,Neodent,INDUSTRY,True
NCT06185816,Non-Invasive Pulsed Radiofrequency for the Treatment of Neuropathic Pain,NOT_YET_RECRUITING,2024-01-01,2029-01-01,"PHASE2, PHASE3",95,INTERVENTIONAL,Stanford University,OTHER,True
NCT06472284,TetraGraph in Rocuronium Infusions,ACTIVE_NOT_RECRUITING,2024-09-12,2026-02,NA,50,INTERVENTIONAL,Joseph D. Tobias,OTHER,True
NCT06754514,Organ Retractor Device Study,RECRUITING,2024-03-14,2025-01,,150,OBSERVATIONAL,Boehringer Labs LLC,INDUSTRY,True
NCT03606187,"Stimgenics Open-Label, Post Market Study",COMPLETED,2018-06-26,2020-07-22,NA,128,INTERVENTIONAL,Stimgenics LLC,INDUSTRY,True
NCT02791893,Vagus Nerve Stimulation: Treatment for Gulf Veterans With Gulf War Illness,COMPLETED,2017-03-21,2020-04-15,NA,27,INTERVENTIONAL,Benjamin Natelson,OTHER,True
NCT04644276,Mask Adhesive Institutional Study,TERMINATED,2021-02-17,2021-12-09,NA,7,INTERVENTIONAL,Philips Clinical & Medical Affairs Global,INDUSTRY,True
NCT05545150,"Volumetric Specimen Imager Device for the Intraoperative Imaging of Patients With Breast Carcinoma and Breast Ductal Carcinoma In Situ, The VIVID Study",ACTIVE_NOT_RECRUITING,2022-11-28,2026-07-01,PHASE2,113,INTERVENTIONAL,Northwestern University,OTHER,True
NCT05275543,Robot Rehab: AAI With Robot During Inpatient Pediatric Rehab,COMPLETED,2022-04-01,2025-01-03,NA,25,INTERVENTIONAL,University of Nebraska,OTHER,True
NCT03791489,Multi-Treatment PNN Modulation for Chronic Rhinitis,COMPLETED,2018-12-01,2019-07-18,NA,30,INTERVENTIONAL,"Arrinex, Inc.",INDUSTRY,True
NCT04214535,Anterior Cervical Disectomy And Fusion Using The Tritanium® C Anterior Cervical Cage For One Or Two-Levels,ACTIVE_NOT_RECRUITING,2021-05-05,2027-03-30,NA,50,INTERVENTIONAL,Corewell Health East,OTHER,True
NCT06306118,Autoguide Positioning Device for Multiple Stereotactic Biopsies,RECRUITING,2024-04-15,2025-10,,25,OBSERVATIONAL,Medical University of Graz,OTHER,True
NCT01287013,Comparing Xperguide vs. Conventional Methods During Percutaneous Image Guided Procedures,TERMINATED,2011-01,2015-08,NA,87,INTERVENTIONAL,National Institutes of Health Clinical Center (CC),NIH,True
NCT06445504,Medtronic Hugo™ Robotic Assisted Surgery (RAS) System in Hernia Surgery (Enable Hernia Repair),ACTIVE_NOT_RECRUITING,2024-04-08,2027-03-15,NA,193,INTERVENTIONAL,Medtronic - MITG,INDUSTRY,True
NCT07122583,"A Study to Assess Non-Invasive Subcutaneous Fat Reduction in the Submental, Inner Thigh and Back/Bra Areas With the CoolSculpting Elite System",ACTIVE_NOT_RECRUITING,2025-07-22,2026-08,PHASE4,102,INTERVENTIONAL,AbbVie,INDUSTRY,True
NCT05299762,A Post Market Surveillance on INFUSE Bone Graft,RECRUITING,2022-08-10,2025-08-31,,600,OBSERVATIONAL,Medtronic Spinal and Biologics,INDUSTRY,True
NCT06181942,A Real-World Study to Evaluate the Clinical Performance and Safety of da Vinci SP Surgical System for Single-Port Urological Surgeries,UNKNOWN,2023-02-22,2024-12-31,,15,OBSERVATIONAL,Ruijin Hospital,OTHER,True
NCT03043222,Innovative Minimally Invasive Options in Treatment of Urinary Problems Related to Prostate Enlargement (BPH) in Men,WITHDRAWN,2018-03-01,2019-06-01,NA,0,INTERVENTIONAL,St. Louis University,OTHER,True
NCT06955429,Clinical Investigation Measuring the Long Term Clinical Performance and Safety of Biodentine™ XP in Patients Treated for Coronal Restorative or Endodontic Dental Indications.,NOT_YET_RECRUITING,2025-09-01,2036-07-15,,275,OBSERVATIONAL,Septodont,INDUSTRY,True
NCT02615990,Impact of the Erigo Machine on Functional Recovery in ICU Patients,TERMINATED,2016-11,2016-11,NA,2,INTERVENTIONAL,Lisa J. Fryman,OTHER,True
NCT03565666,The Insulin-Only Bionic Pancreas Bridging Study,COMPLETED,2018-07-09,2018-11-19,"PHASE2, PHASE3",36,INTERVENTIONAL,Massachusetts General Hospital,OTHER,True
NCT04205370,Sleep Behaviors in Pregnancy,RECRUITING,2020-01-22,2026-12,NA,500,INTERVENTIONAL,University of Michigan,OTHER,True
NCT06446024,Post Market Surveillance to Evaluate the Efficacy and Safety of the INDIGO Aspiration System in Japan,COMPLETED,2023-12-07,2025-07-25,,500,OBSERVATIONAL,Penumbra Inc.,INDUSTRY,True
NCT06915454,High-Resolution PET-CT Imaging for Surgical Margin Visualization,RECRUITING,2025-09-03,2027-07,NA,50,INTERVENTIONAL,Vanderbilt-Ingram Cancer Center,OTHER,True
NCT05377723,Abdominal Scar Improvement in Microsurgical Breast Reconstruction,ACTIVE_NOT_RECRUITING,2022-10-31,2026-04,NA,30,INTERVENTIONAL,Stanford University,OTHER,True
NCT04553627,Feasibility of Producing the Appearance of a Gluteal Lift Post Cryolipolysis,UNKNOWN,2020-07-15,2021-05-30,NA,10,INTERVENTIONAL,Riverchase Dermatology,OTHER,True
NCT03438383,Bi-PAP vs Sham Bi-PAP on Pulmonary Function in Morbidly Obese Patients After Bariatric Surgery,COMPLETED,2011-05-23,2012-05-31,NA,48,INTERVENTIONAL,Evangelismos Hospital,OTHER,True
NCT04506086,Feasibility Study to Evaluate Outpatient Blinatumomab in Subjects With Minimal Residual Disease (MRD) of B-precursor Acute Lymphoblastic Leukemia (ALL),TERMINATED,2021-08-26,2024-09-16,PHASE4,10,INTERVENTIONAL,Amgen,INDUSTRY,True
NCT06480227,Trial of Transurethral Bulking Agent Injection Versus Single-Incision Sling for Stress Urinary Incontinence,RECRUITING,2024-08-28,2030-01-01,NA,358,INTERVENTIONAL,NICHD Pelvic Floor Disorders Network,NETWORK,True
NCT01965002,Feasibility of ExAblate MRI Guided High Intensity Focused Ultrasound Tx of Soft Tissue Tumors,TERMINATED,2014-05,2015-03-24,NA,5,INTERVENTIONAL,Pejman Ghanouni,OTHER,True
NCT04090853,Subject Evaluation of a 1064nm Diode Laser/RF,WITHDRAWN,2019-10-01,2020-07-08,NA,0,INTERVENTIONAL,Venus Concept,INDUSTRY,True
NCT05184985,TrueRelief Efficacy for Supraspinatus Tendonitis,WITHDRAWN,2022-05-04,2023-06,NA,0,INTERVENTIONAL,Weill Medical College of Cornell University,OTHER,True
NCT06737068,Low Pressure Pneumoperitoneum Using AirSeal® for Reduction in Postoperative Shoulder Pain Following Robot Assisted Hiatal Hernia Repair,NOT_YET_RECRUITING,2025-01-01,2027-01,NA,120,INTERVENTIONAL,Riverside University Health System Medical Center,OTHER,True
NCT04866784,TENS for Testicular Pain (ICO): A Randomized Controlled Trial,COMPLETED,2020-12-23,2022-06-01,NA,8,INTERVENTIONAL,Jennifer E. Lee,OTHER,True
NCT05309993,INvestigation of TENS Efficacy Versus Posterior Tibial Nerve Stimulation for Overactive Bladder,TERMINATED,2022-06-30,2025-08-01,NA,27,INTERVENTIONAL,University of New Mexico,OTHER,True
NCT03613363,Engineering Evaluation of the Helix Ventilator,COMPLETED,2018-06-06,2021-09-07,NA,20,INTERVENTIONAL,Philips Respironics,INDUSTRY,True
NCT07222787,Post-market Safety and Effectiveness of the CORUS-LX System in Improving Lumbar Interbody Fusion Outcomes (ILIF),ENROLLING_BY_INVITATION,2025-12-01,2029-07-01,NA,250,INTERVENTIONAL,"Providence Medical Technology, Inc.",INDUSTRY,True
NCT05093504,Safe and Timely Antithrombotic Removal - Direct Oral Anticoagulants Apixaban & Rivaroxaban (STAR-D),TERMINATED,2021-12-27,2024-01-29,NA,9,INTERVENTIONAL,"CytoSorbents, Inc",INDUSTRY,True
NCT01391832,Novel Treatment of Emotional Dysfunction in Post Traumatic Stress Disorder (PTSD),COMPLETED,2011-07,2016-02,NA,103,INTERVENTIONAL,The University of Texas at Dallas,OTHER,True
NCT03987607,Comparison of Two Monitors That Measure Neuromuscular Function During Surgeries,COMPLETED,2019-06-17,2019-12-18,,50,OBSERVATIONAL,"Tamas Vegh, MD",OTHER,True
NCT05046964,The PPHgb Study: Non-Invasive Hemoglobin Measurement,COMPLETED,2020-11-02,2023-05-05,,119,OBSERVATIONAL,George Washington University,OTHER,True
NCT01625351,A Study of CD45RA+ Depleted Haploidentical Stem Cell Transplantation in Children With Relapsed or Refractory Solid Tumors and Lymphomas,COMPLETED,2012-08-20,2020-02-10,PHASE1,23,INTERVENTIONAL,St. Jude Children's Research Hospital,OTHER,True
NCT03705351,Tumor Treating Fields With Chemoradiation in Newly Diagnosed GBM,TERMINATED,2019-12-02,2022-02-24,PHASE1,7,INTERVENTIONAL,Providence Health & Services,OTHER,True
NCT05555355,Prevena Spine for Use in Spine Surgery,COMPLETED,2022-12-01,2025-12-01,PHASE4,104,INTERVENTIONAL,Northwestern University,OTHER,True
NCT04253834,GO2 PEEP Study: Bidirectional Oxygenation Valve in Postoperative Atelectasis,COMPLETED,2020-08-27,2021-01-31,NA,20,INTERVENTIONAL,Emory University,OTHER,True
NCT02072356,Radiolabeled Glass Beads in Treating Patients With Liver Cancer That Cannot be Removed by Surgery,COMPLETED,2010-10-11,2021-06-15,EARLY_PHASE1,290,INTERVENTIONAL,Ohio State University Comprehensive Cancer Center,OTHER,True
NCT06914765,ESG in Obese Adolescents,ENROLLING_BY_INVITATION,2025-12-03,2030-01,NA,10,INTERVENTIONAL,Children's Hospital of Philadelphia,OTHER,True
NCT05598437,Prevalence of Different Etiologies of Ocular Dryness in Patients Previously Diagnosed With Dry Eye Disease in A Sample of Egyptian Patients,UNKNOWN,2022-11-01,2023-04-30,,200,OBSERVATIONAL,Roweis adel youssef,OTHER,True
NCT07017907,Evaluating an AI Tool for Detecting Thyrotoxic States,NOT_YET_RECRUITING,2025-07-01,2026-12-31,,15,OBSERVATIONAL,THYROSCOPE INC.,INDUSTRY,True
NCT04121832,"Biofeedback Training, Efficacy Evaluation of Fibromyalgia Treatment, a Pilot Study",COMPLETED,2019-09-01,2022-12-23,NA,64,INTERVENTIONAL,University of Cagliari,OTHER,True
NCT07146932,Evaluating the Bambini Teens Exoskeleton for Pediatric Cerebral Palsy,NOT_YET_RECRUITING,2025-10,2026-01,NA,20,INTERVENTIONAL,"COSMO ROBOTICS CO., Ltd",INDUSTRY,True
NCT05440032,LE as a Marker for Periprosthetic Joint Infection,UNKNOWN,2023-12-07,2024-03,,160,OBSERVATIONAL,Center for Innovation and Research Organization,NETWORK,True
NCT05641285,Diagnostic Utility of Otosight Middle Ear Scope,ACTIVE_NOT_RECRUITING,2023-02-21,2025-06-30,,165,OBSERVATIONAL,Baylor College of Medicine,OTHER,True
NCT06746623,Nonendoscopic Screening for Barrett's Esophagus in Veterans Without Chronic Reflux,RECRUITING,2025-04-11,2028-12-31,NA,400,INTERVENTIONAL,Louis Stokes VA Medical Center,FED,True
NCT03959982,"HHHFA in COPD Patients, With Chronic Bronchitis",COMPLETED,2021-02-24,2022-12-05,NA,11,INTERVENTIONAL,Spyridon Fortis,OTHER,True
NCT04998318,1:1 Comparison of the Pocket Colposcope in Kenya,COMPLETED,2022-11-28,2024-06-16,NA,434,INTERVENTIONAL,Duke University,OTHER,True
NCT02890979,"Swallowable Sponge Cell Sampling Device and Next Generation Sequencing in Detecting Esophageal Cancer in Patients With Low or High Grade Dysplasia, Barrett Esophagus, or Gastroesophageal Reflux Disease",COMPLETED,2016-08-03,2017-10-10,NA,11,INTERVENTIONAL,OHSU Knight Cancer Institute,OTHER,True
NCT07092163,Clinical Performance of Hybrid Computer-aided Design/Computer-aided Manufacturing (CAD/CAM) Onlay Restorations,COMPLETED,2025-06-15,2025-07-15,,30,OBSERVATIONAL,Marmara University,OTHER,True
NCT03902171,Soberlink Within In-Home Addiction Treatment Program,UNKNOWN,2019-04-02,2020-09-05,,30,OBSERVATIONAL,"In-Home Addiction Treatment Institute, Inc.",OTHER,True
NCT00759447,A Pilot Study - Comparison of Two Hologic 3D Mammography Systems,COMPLETED,2007-12,2008-09,,240,OBSERVATIONAL,"Hologic, Inc.",INDUSTRY,True
